Chunk ID,Cluster,Confidence,Preview
chunk_041400,2,0.9882739423413623,pt. Whereas the previous way of thinking
chunk_041850,2,0.9943006783384946,thods of fered by React) which only allo
chunk_042300,2,0.9179356959493318,"HTML. Every JavaScript data structure, f"
chunk_042750,2,0.9957391485657912, in JSX. Advanced: Try to render a JavaS
chunk_043200,0,0.6685618087319355, like. Question: Can JSX be directly ren
chunk_043650,2,0.9141745170636412,.comLists in React When working with dat
chunk_044100,2,0.9532156220192911,"bers = [1, 2, 3, 4]; const exponentialNu"
chunk_044550,2,0.9978749182169838,yourself to render each object with its 
chunk_045000,0,0.999999992955793,pp() { ... } // note the ... as placehol
chunk_045450,2,0.9953919325389011,hey don’t fit the desired naming convent
chunk_045900,2,0.9998887030540333,"label>       <input id=""search"" type=""te"
chunk_046350,2,0.9041587354521654,veloper in the end: just JS mixed with H
chunk_046800,0,0.9927222206737706,e an id (here: objectId ): src/App.jsx f
chunk_047250,0,0.9781874554407225,"keys, React may update the list inef fic"
chunk_047700,2,0.99071366501189,"s last resort, you can use the index of "
chunk_048150,2,0.95703760536952," In addition, it can cause actual bugs i"
chunk_048600,0,0.8643183523386111,a> tag) that surrounds the title . Try i
chunk_049050,2,0.9999564465235176,em.author}</span>               <span>{i
chunk_049500,2,0.9349512809874069," JSX be used to display elements, but al"
chunk_049950,2,0.9030400289526987,"t, check out the author ’s source code h"
chunk_050400,0,0.999964777003823,nd return JSX elements for each item. Qu
chunk_050850,2,0.9791685083440069,"rectly within JSX, but it’ s generally d"
chunk_051300,2,0.9936599351303729,ionalities (e.g. rendering a list of ite
chunk_051750,2,0.9997057876944344,.. ]; function App() { ... } function Li
chunk_052200,0,0.9887192011193995, be used in the App component where we h
chunk_052650,2,0.64985007615494,ibuting to the greater good of a lar ger
chunk_053100,2,0.9610029025926615,>       <h1>My Hacker Stories</h1>      
chunk_053550,2,0.9952295583880783,. The following illustration assumes tha
chunk_054000,0,0.6191800205117035,component and sibling components  to eac
chunk_054450,0,0.9998874262698443,ny child components. You can see how a R
chunk_054900,0,0.9937091854238373,o extract a component from another compo
chunk_055350,0,0.9995956229873719,t the author ’s source code . Recap all 
chunk_055800,0,0.9998422347262444,Why is it beneficial to extract componen
chunk_056250,0,0.9999990535143797,ponent to improve code or ganization. Qu
chunk_056700,0,0.9999903159362254,an analogy and the terminology . We will
chunk_057150,0,0.9999999999952536,lows functional programming and object-o
chunk_057600,0,0.999999999963535,d assigns them to the class instance whe
chunk_058050,0,0.9999802890801565,", one can create multiple instances of i"
chunk_058500,0,0.5908553435552407,"t, which also has only one component dec"
chunk_058950,0,0.9701365067322786,it as an element  anywhere in our JSX. T
chunk_059400,0,0.9948251061519043,es it convenient to demonstrate their si
chunk_059850,2,0.9985340524719046,st component its own list  variable. Opt
chunk_060300,0,0.7234163535534737, component hierarchy would not render . 
chunk_060750,0,0.9999995365972943,   <React.StrictMode >     <App />   </R
chunk_061200,0,0.999992925298003,e React inserts itself into the HTML  to
chunk_061650,2,0.9919962059789461,X as parameter which usually represents 
chunk_062100,0,0.9997579234694433,"a React application from scratch, there "
chunk_062550,2,0.7185019242411269,file and a lar ge JavaScript file? You c
chunk_063000,2,0.7586414308261523,t where React inserts itself. From there
chunk_063450,0,0.9987740160927884,ys of declaring functions in JavaScript 
chunk_063900,0,0.8686630477352792,ns to arrow function expressions. While 
chunk_064350,2,0.9545510939395841,"ction components can be refactored, but "
chunk_064800,0,0.9999999999637623," in between, you can remove the block bo"
chunk_065250,2,0.9999703698643224, addOne = (count) => count + 1; Let’s se
chunk_065700,2,0.9937680303606131, App = () => (   <div>     ...   </div> 
chunk_066150,0,0.9949449287848404,s with curly braces over concise bodies 
chunk_066600,0,0.9999998372102387,   // perform a task in between   return
chunk_067050,0,0.9999339669706347,"ur component declaration more concise, y"
chunk_067500,0,0.9894736602441467," are using TypeScript, check out the aut"
chunk_067950,0,0.9465264698839838,ent() {...} . Question: How do you decla
chunk_068400,0,0.6845728890454768,d in our project is the Search component
chunk_068850,2,0.9999800063159519,tatement: src/App.jsx const Search = () 
chunk_069300,2,0.9999992017071466,  attribute (JSX named attribute) of the
chunk_069750,0,0.8907531871192345," in a web browser , open the browser ’s "
chunk_070200,0,0.9372032294097125,prevent the native browser behavior . Fo
chunk_070650,2,0.5579244152845771,ss HTML  elements in JSX handler functio
chunk_071100,0,0.6299261595625618,} /> // do this instead <input onChange 
chunk_071550,2,0.9772391757235321,t onChange={handleChange} /> ). When dev
chunk_072000,0,0.937142991243555,"tion to the onChange  attribute, add a o"
chunk_072450,0,0.9999478638453174,"ute, like onClick= {handleClick} . Quest"
chunk_072900,0,0.9999999225766233,ler in JSX? Answer: Use an arrow functio
chunk_073350,0,0.999999996022126,or manipulate it. Question: How do you a
chunk_073800,2,0.9818205444233258,: It stops the event from propagating up
chunk_074250,2,0.9162031444240983,t maintainable with multiple variables a
chunk_074700,2,0.9924285962738804,riptive name. Don’ t forget to refactor 
chunk_075150,2,0.7410291405249179,"n Abramov, Andrew Clark',       num_comm"
chunk_075600,2,0.9999675669082028, ... ];   return (     <div>       ...  
chunk_076050,2,0.7363118650853266,(       <li key={item.objectID}>        
chunk_076500,0,0.9997862180920288,"rror stating, “error ‘list’  is missing "
chunk_076950,0,0.8567611276841279,embrace TypeScript in your React develop
chunk_077400,0,0.9921108418457912, t know how to pass each item to the ext
chunk_077850,2,0.9781622576717656,"rself after some time, check out how the"
chunk_078300,0,0.8371889159474377,rget the key attribute which we introduc
chunk_078750,2,0.9300457890063993,"d, you should see the list rendering aga"
chunk_079200,0,0.9759587966217834, vehicle to share information from top t
chunk_079650,0,0.9884978912963852,r properties) are a mechanism for passin
chunk_080100,0,0.996651849373152,"nt? Answer: No, props are immutable. The"
chunk_080550,2,0.9994940561147551,", but can also get mutated by using a fu"
chunk_081000,2,0.9999841911344217, input field element in the Search compo
chunk_081450,2,0.8903521427359615,  <p>         Searching for <strong>{sea
chunk_081900,2,0.9979219239474785,eact from 'react'; ... const Search = ()
chunk_082350,2,0.999327049660177,React’ s useState  method takes an initi
chunk_082800,2,0.923394739115186,o update it (write). When the user types
chunk_083250,2,0.8990903353865664,nto each of your components. For example
chunk_083700,0,0.5165721523345471, changed. Now you have heard the terms r
chunk_084150,0,0.9960539509956554,es a re- rendering of all the components
chunk_084600,0,0.9999999945165428,y useState  hooks as you want in one or 
chunk_085050,0,0.9014938678995948,and warnings to identify potential issue
chunk_085500,0,0.99988749462486,t state from its internal closure . This
chunk_085950,0,0.5043231017695924,rce code . Recap all the source code cha
chunk_086400,0,0.984901574955887, How do you use useState to declare stat
chunk_086850,0,0.9990616999961103,tate? Answer: Use the second entry retur
chunk_087300,2,0.9993698849390827, an object allows you to manage multiple
chunk_087750,0,0.5392895475345232,down as information from parent to child
chunk_088200,0,0.7884532767232638,onent does not share its state with othe
chunk_088650,0,0.9911226299593773,communicate to a child component via pro
chunk_089100,2,0.9999997307715567,"handler (C), and calls back  to the plac"
chunk_089550,2,0.999941357239775,chTerm] = React.useState('');   const ha
chunk_090000,0,0.741803458508453, just a more specific type of an event h
chunk_090450,0,0.9999754078477698,ssed as props from a parent component to
chunk_090900,2,0.5954308631969367,e author ’s source code here. Revisit th
chunk_091350,0,0.9967327532921023,"a prop, like <ChildComponent callback= {"
chunk_091800,0,0.9999813886044173," asynchronous, allowing for handling asy"
chunk_092250,2,0.9999873540773011,n to use callback handlers for form subm
chunk_092700,2,0.9999452764815003,"nt. So far , we have learned about how t"
chunk_093150,2,0.9998892360399168,rriving searchTerm  in the App component
chunk_093600,2,0.999473716660378,in the Search component in the first pla
chunk_094050,2,0.9999989738564927, the stories  before they are passed to 
chunk_094500,2,0.9999992881723447,ies} />     </div>   ); }; const Search 
chunk_094950,2,0.97608505177128,ly passes up the event to the App compon
chunk_095400,2,0.9995143533483427,the searchTerm  state down as props). Ru
chunk_095850,2,0.9997289317297888,hich allows this particular component to
chunk_096300,2,0.9999998707353454,nd the searchTerm  before consulting the
chunk_096750,0,0.9999929716539389,h={handleSearch} />       <hr />       <
chunk_097200,0,0.9968664294204457,oved: Code Playground const words = [   
chunk_097650,0,0.9999999996377369,filter((story) =>     story.title.includ
chunk_098100,2,0.9998368451726832,r the searchTerm  is present as string i
chunk_098550,2,0.9997992323037412,pp = () => {   ...   const searchedStori
chunk_099000,2,0.9802813885640367,"o the Search component. After all, knowi"
chunk_099450,0,0.9999528010126292,all the source code changes from this se
chunk_099900,0,0.9999999982334487,"e and manage state at a higher level, ma"
chunk_100350,0,0.999998833665243,te in a component? Answer: Lifting state
chunk_100800,0,0.9999962506102608,de how to update itsstate. Question: Is 
chunk_101250,2,0.9993930107066754,nts come with their internal state which
chunk_101700,2,0.9999445331020869," App component, use 'React'  as initial "
chunk_102150,2,0.9999713932647512,do we see the changes reflected in it. T
chunk_102600,2,0.9999999892125402,ovide the current state as value  to it:
chunk_103050,2,0.9990856786669694,e={props.search}       onChange={props.o
chunk_103500,2,0.9850335247001893,. Earlier the HTML  element did its own 
chunk_103950,0,0.9980621268536913,your source code against the author ’s s
chunk_104400,0,0.998317588509951,Question: How do you create a controlled
chunk_104850,0,0.999994432756161,hange handler to update the correspondin
chunk_105300,0,0.9972543602377119, from parent to child down the component
chunk_105750,2,0.9101750124162458,anced props techniques that will make yo
chunk_106200,0,0.9890306441299527,cessing an object’ s properties with mod
chunk_106650,2,0.9999631616125231,ten a more straightforward and elegant a
chunk_107100,2,0.9999956458348443,he destructuring of the props object wit
chunk_107550,2,0.9993911133800019, be used conveniently in the component. 
chunk_108000,2,0.9997982028454971,y destructuring the props  object righta
chunk_108450,2,0.9999705502208603,ormation that is contained in the props 
chunk_108900,2,0.9999982517720061, = ({ item }) => (   <li>     <span>    
chunk_109350,2,0.9399421699098868,the code and the overall development exp
chunk_109800,2,0.9976092785987443,"ignature, it isn’t directly used in the "
chunk_110250,0,0.934177970176913,"e : 'Robin',   pet: {     name: 'Trixi',"
chunk_110700,2,0.9999956831218054, to gather all the needed information of
chunk_111150,0,0.92367213414139,pan>     <span>{author}</span>     <span
chunk_111600,0,0.9833191705284722, of clutter through indentations in the 
chunk_112050,2,0.9999977072311163,property of the item  object: src/App.js
chunk_112500,2,0.9999435115257955,span>       <a href={url}>{title}</a>   
chunk_112950,2,0.8162949970373515,"tName : 'Robin',   lastName : 'Wieruch' "
chunk_113400,2,0.9998788062694787,in React’ s JSX. Instead of passing each
chunk_113850,2,0.9985865934301208,"e, url, author, num_comments, points }) "
chunk_114300,0,0.9999772824378182,n object destructuring: Code Playground 
chunk_114750,0,0.9999906589331722, mistaken with the spread operator . Whe
chunk_115200,2,0.9999993376145317, as attribute/value pairs into the Item 
chunk_115650,2,0.9999497921191368,an>     <span>{points}</span>   </li> );
chunk_116100,2,0.9703172240021861,"ot only for the props  object, but also "
chunk_116550,2,0.9423511104197332," rest operators, which shouldn’ t be con"
chunk_117000,2,0.9999981132606344,> ); const Item = ({ item }) => (   <li>
chunk_117450,0,0.7830842961216585,ch are not familiar to everyone. After a
chunk_117900,2,0.9531471572505328,gh the component to the next child compo
chunk_118350,2,0.9842780009159897,erties from your props object. Use neste
chunk_118800,0,0.7357496041258215,rator  and rest operator . Get a good se
chunk_119250,0,0.9999999945221987,’ s parameters? Answer: You can destruct
chunk_119700,0,0.9990341083682809,"ps based on your component’ s needs, lea"
chunk_120150,0,0.9914299041389969,mponent {…props} newProp={value} />. Que
chunk_120600,0,0.7573434908063911,estion: Why is array destructuring used 
chunk_121050,0,0.9850737801229449,Prop drilling is the process of passing 
chunk_121500,2,0.9797435090842022,"s, or with built-in JavaScript functions"
chunk_121950,2,0.9997096500104375,"er the most recent search, so that the a"
chunk_122400,2,0.999925490601243,andleSearch = (event) => {     setSearch
chunk_122850,0,0.8199573446577045,| 'React'   );   ... ); Good to know: Ja
chunk_123300,2,0.912370710342381,localStorage .getItem('search' )   : 'Re
chunk_123750,0,0.9900228613239512,"omplete, but there is one flaw that may "
chunk_124200,2,0.9993755720141877,zed place and not in a specific handler 
chunk_124650,2,0.9957342609011586,.value);   };   ... ); React’ s useEf fe
chunk_125100,0,0.9683439259223304,"to the HTML  input field). In addition, "
chunk_125550,2,0.9999236615630788,"t time. After all, the hook lets us opt "
chunk_126000,0,0.9999761427041879,erm  state is updated via setSearchTerm 
chunk_126450,2,0.6502694221535508,k’ s dependency array . Check the logs f
chunk_126900,0,0.9999719810988427,rch. That’ s because JavaScript’ s logic
chunk_127350,0,0.9999999366242796,mponents to perform side ef fects. Quest
chunk_127800,0,0.9999998048112295,([]) as the second argument. Question: C
chunk_128250,0,0.999991283169968,he useEf fect with the cleanup logic. Qu
chunk_128700,2,0.998832678674878,? Answer: It allows you to handle asynch
chunk_129150,2,0.9992570882945465,"al hooks provided by React, our upcoming"
chunk_129600,2,0.9999770326699885,e our exploration by outlining how we in
chunk_130050,0,0.7631877221636123,"his custom hook, we can use it in a mann"
chunk_130500,2,0.9658456323777328,troduced local storage features are ther
chunk_130950,2,0.999998943825549, the useState  and useEffect  hooks whic
chunk_131400,2,0.5543124414298919,", [searchTerm]);   return [searchTerm, s"
chunk_131850,2,0.9975344023623861,"e generic, we have to adjust the interna"
chunk_132300,2,0.9987579999534789,state updater function anything domain-r
chunk_132750,2,0.9999788378924849,"mes that it could change, so it needs to"
chunk_133200,2,0.9992013311910739,"alue, key]);   return [value, setValue];"
chunk_133650,0,0.9734686188465591,en to use the same key more than once fo
chunk_134100,0,0.5999247388912463,vial implementation details that should 
chunk_134550,0,0.7725983479198228, all the source code changes from this s
chunk_135000,0,0.7866294945093206,React hooks to encapsulate and reuse log
chunk_135450,0,0.9996957884874251, their association with React hooks. Que
chunk_135900,0,0.9999960060909422,cess to the component’ s props. They usu
chunk_136350,0,0.9928593479770476,uestion: Can custom hooks have side ef f
chunk_136800,2,0.9840180749427913,mponents return JSX with one top-level H
chunk_137250,2,0.9978863771017172,earch}       onChange={onSearch}     /> 
chunk_137700,2,0.9950086132484011,"search""     type=""text""     value={searc"
chunk_138150,2,0.969231766293664,"For=""search"">Search: </label>     <input"
chunk_138600,2,0.999999943834952,in their shorthand version: src/App.jsx 
chunk_139050,0,0.9999854947824206,"tisfy React, you can use fragments as he"
chunk_139500,0,0.9999810373796519, additional DOM element. Question: How d
chunk_139950,0,0.999999998034582,required in every React component? Answe
chunk_140400,0,0.9999912737707917, be applied to the elements within the F
chunk_140850,0,0.9999995573892149,omposed of merely a label and an input. 
chunk_141300,0,0.9999793655304793,or /id combination is duplicated. This d
chunk_141750,2,0.9993944466565666,ue and callback handler to more generic 
chunk_142200,2,0.8579343608635861,{label}</label>     &nbsp;     <input   
chunk_142650,2,0.9099381564882194,"el = ({   id,   label,   value,   type ="
chunk_143100,0,0.9999956393851481,"onent is used without a type  prop, the "
chunk_143550,0,0.9999999966875919,f we do. It’s always a trade-of f betwee
chunk_144000,2,0.8874655810052504,de . Recap all the source code changes f
chunk_144450,2,0.827521262354948,"with label=""Search:""  as prop to the Inp"
chunk_144900,0,0.9999411573799513,ous parts of an application. Question: H
chunk_145350,0,0.9996873857789528,sable component can have internal state 
chunk_145800,2,0.9929135310264232,n there are components which have only a
chunk_146250,2,0.999947085859765,there could be an opening and closing ta
chunk_146700,2,0.9986637705567837, features. Essentially we’ll discover ho
chunk_147150,2,0.9154769191126259,op to render everything that has been re
chunk_147600,2,0.999993370922996,verything that’ s passed between a compo
chunk_148050,2,0.9916714654715177,leSearch}       >         <strong>Search
chunk_148500,0,0.9999997983477361, the author ’s source code . Recap all t
chunk_148950,0,0.9999851045657034,uestion: How can you access and render t
chunk_149400,0,0.99963730968045,React components as “children” to anothe
chunk_149850,0,0.9999997821768101,act.Children.map or React.Children.forEa
chunk_150300,0,0.9949723552826781, other props are key-value pairs passed 
chunk_150750,0,0.9981497264064058,approach. Instead of manually manipulati
chunk_151200,2,0.8021793510000809," see, not how to create these elements. "
chunk_151650,0,0.9997359646016193,do something   };   return (     <button
chunk_152100,0,0.9999999997351665,g (here: setting) an input field’ s focu
chunk_152550,2,0.6865686150734861, can achieve the same outcome by setting
chunk_153000,0,0.9962387938204684,"s works, but only if one of the reusable"
chunk_153450,2,0.9891990045507733,       <h1>My Hacker Stories</h1>       
chunk_153900,2,0.9965059793260115," = ({   id,   value,   type = 'text',   "
chunk_154350,0,0.9999786314906185,tive approach (which is the recommended 
chunk_154800,2,0.867404336071816,putRef.current) {       // D       input
chunk_155250,0,0.892650505307175, useRef Hook . This ref object is a pers
chunk_155700,0,0.9999999971758768, on the element when the component rende
chunk_156150,0,0.9999999982336192,ible to use either the declarative or im
chunk_156600,0,0.9999999993092672,re your source code against the author ’
chunk_157050,0,0.9999213998240465,. Optional: Leave feedback for this sect
chunk_157500,0,0.9999850474262442,ng. Question: Can useRef be used to hold
chunk_157950,0,0.9999997226303023,"Answer: No, changing the value of a ref "
chunk_158400,2,0.7180242480694924,created with useRef. OceanofPDF .comInli
chunk_158850,0,0.9996663578443649,"ter dif ficulties, proceed to read this "
chunk_159300,2,0.9995621194647002, needs to become a stateful value (here:
chunk_159750,2,0.9982432515571908,m by its identifier . Now we want to che
chunk_160200,2,0.9515366083644676,"ist, make it stateful by using it as ini"
chunk_160650,2,0.9995763592792829,"ramov, Andrew Clark',     num_comments: "
chunk_161100,2,0.9998271903316202, are coming from has changed. But we are
chunk_161550,2,0.9999695446804268,<h1>My Hacker Stories</h1>      ...     
chunk_162000,2,0.9999990329537085, stories – where the desired item (story
chunk_162450,2,0.9998277923336226,"not use this new callback handler , but "
chunk_162900,2,0.9994129608207866,"ver , an additional button element is ne"
chunk_163350,2,0.9995102950666469,oveItem}>           Dismiss         </bu
chunk_163800,0,0.9997482199024861,"re, we applied many lessons learned from"
chunk_164250,2,0.9660765124197823,andler to pick up the item as argument f
chunk_164700,2,0.9999990495117542,i>     <span>       <a href={item.url}>{
chunk_165150,2,0.9999742746888689,d method returns a new function with the
chunk_165600,2,0.9998997982288045," <button type=""button"" onClick={() => on"
chunk_166050,2,0.9999807452854919,"Playground const Item = ({ item, onRemov"
chunk_166500,0,0.9999999982704821,"handlers need to use a block body , beca"
chunk_166950,0,0.9999779939983111," about how to add, update , remove  item"
chunk_167400,0,0.9810764465716454,t? Answer: Inline functions allow you to
chunk_167850,0,0.5038201047211586, like onClick={() => myFunction()} . Oce
chunk_168300,2,0.5056687131047142,reparing our application to deal with re
chunk_168750,2,0.8096969089309028,om a real remote API. We start of f with
chunk_169200,2,0.9999787998995606,pty list of stories and simulate fetchin
chunk_169650,2,0.9999361323883235,"result.data.stories);    });   }, []);  "
chunk_170100,2,0.9972560656258331,lve) =>     resolve({ data: { stories: i
chunk_170550,2,0.9990338380996678,hing gets rendered in the List component
chunk_171000,0,0.9703303771918583,data asynchronously from a promise. Howe
chunk_171450,2,0.9993280870644075,ses . Read more about faking a remote AP
chunk_171900,0,0.8763086960609417,"d before initiating data fetching, and c"
chunk_172350,2,0.9814559197731195,s are used to manage asynchronous operat
chunk_172800,2,0.9984770642453368,"act? Answer: Yes, after simulating async"
chunk_173250,2,0.9999580936574753,chronous data arrives? Answer: React’ s 
chunk_173700,0,0.9999553440433596,", our goal is to implement this feedback"
chunk_174150,0,0.9999997780819532,g indicator . Optional Hints: In order t
chunk_174600,2,0.8220372800204423,lways happens if we have to render diffe
chunk_175050,0,0.9999996941300152,ts of things to cover for us as develope
chunk_175500,2,0.999890103627227,"this, allowing us to set the state accor"
chunk_175950,0,0.9999190122095675, . What’ s missing is showing the user t
chunk_176400,0,0.8421630331688054,ing indicator or the List component. Usi
chunk_176850,2,0.950820688343086,searchedStories}           onRemoveItem=
chunk_177300,2,0.9903078498265534,her state for error handling and handle 
chunk_177750,0,0.9922771343462439,     setIsLoading(false);       })      
chunk_178200,0,0.9999969459555611,&& <p>Something went wrong ...</p>}     
chunk_178650,0,0.9999969520857073,it and skips the expression. Using expre
chunk_179100,2,0.9993481463265916,ditionally render JSX. It’ s yet another
chunk_179550,0,0.9522746764941988,: Leave feedback for this section . Inte
chunk_180000,0,0.9579118019382461,fore we do not need a conditional render
chunk_180450,2,0.6784777331462662,ate value. Question: Can you use useStat
chunk_180900,2,0.9865874742738009,ed. Question: How do you handle loading 
chunk_181350,2,0.9986124280568672,eanofPDF .comReact Advanced State All st
chunk_181800,2,0.9999728299688392,de about reducers in JavaScript . In thi
chunk_182250,2,0.9999981558006633,"a , isLoading , error ) managed by a red"
chunk_182700,2,0.9999667455334394,".. ); const storiesReducer = (state, act"
chunk_183150,2,0.9997824387639817,isn’ t covered.The storiesReducer  funct
chunk_183600,2,0.9996504576415174,e  and the second item is the state upda
chunk_184050,2,0.9998924351745888,e updater function sets the state implic
chunk_184500,2,0.99999471463107,"sError(true));   }, []);   const handleR"
chunk_184950,0,0.9981475389940727, version by handling more than one state
chunk_185400,2,0.9999869426553799,cer what to do . Everything else is hidd
chunk_185850,2,0.9697303773730347,ion givesall the necessary information (
chunk_186300,2,0.9920411158825416,rror();   } }; All these if-else stateme
chunk_186750,2,0.8938388218127821,te.filter(         (story) => action.pay
chunk_187200,2,0.9999830366312299, can set a list of stories as state for 
chunk_187650,2,0.9982603868697631,inst the author ’s source code . Recap a
chunk_188100,0,0.9996648475234715,section . Interview Questions: Question:
chunk_188550,0,0.9999342589932112,is the basic structure of the useReducer
chunk_189000,2,0.9001027723321724,ing useReducer? Answer: State is updated
chunk_189450,2,0.9988292317925456, disconnect between the single states in
chunk_189900,0,0.9307245705175229,te  hooks in one React component. Be war
chunk_190350,0,0.9999999265520243,); The impossible state happens when an 
chunk_190800,2,0.98665001318176,d try yourself to fix this bug. Fortunat
chunk_191250,2,0.9999806560204234,"or, setIsError ] = React.useState (false"
